speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
12.34,-6.19,-1.75,83.81,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
95.35,-0.44,16.93,53.22,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
15.08,-0.49,14.19,65.34,LEFT,MEDIUM,RED,NO,WET,FOG,STRAIGHT,STOP
41.44,-0.15,-28.32,82.06,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
47.68,0.69,-2.75,101.12,CENTER,LOW,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
24.77,1.17,-4.23,71.23,RIGHT,LOW,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
97.69,3.64,9.27,181.18,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
134.44,-1.05,3.82,112.48,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
99.51,2.39,3.79,131.58,CENTER,MEDIUM,GREEN,YES,SLIPPERY,RAIN,STRAIGHT,BRAKE
106.71,0.07,4.76,26.69,LEFT,LOW,GREEN,NO,WET,RAIN,STRAIGHT,BRAKE
69.05,-1.61,9.5,77.02,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
18.89,-0.61,3.56,146.33,CENTER,MEDIUM,RED,NO,WET,RAIN,RIGHT,BRAKE
38.18,1.29,-3.44,13.75,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
32.14,-3.36,-2.18,157.06,RIGHT,MEDIUM,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
145.53,2.54,-24.35,196.81,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
108.18,0.48,-12.11,52.14,RIGHT,LOW,RED,NO,DRY,RAIN,STRAIGHT,STOP
82.32,-5.46,5.13,34.91,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
127.77,-0.7,16.19,14.17,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
121.31,1.28,9.75,34.56,CENTER,HIGH,GREEN,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
139.11,-3.59,-13.71,97.56,CENTER,MEDIUM,YELLOW,NO,WET,FOG,RIGHT,BRAKE
31.73,1.04,1.04,4.84,CENTER,MEDIUM,RED,NO,SLIPPERY,CLEAR,STRAIGHT,STOP
135.26,2.23,2.86,144.81,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
116.93,3.62,-2.03,162.38,RIGHT,LOW,GREEN,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
43.87,1.01,1.11,75.85,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
93.82,-5.12,11.04,57.27,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
94.59,-0.16,-16.66,156.3,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
16.7,-1.08,-2.48,33.32,LEFT,LOW,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,ACCELERATE
64.65,-2.78,32.48,134.64,CENTER,MEDIUM,GREEN,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
122.01,5.55,19.77,157.66,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
100.09,2.99,-22.16,130.36,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
122.48,0.2,-1.77,76.88,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
76.5,-2.6,-4.86,159.59,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
56.74,2.47,-19.61,131.59,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
69.09,0.66,23.53,32.4,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
121.32,-1.03,-10.97,40.29,RIGHT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
105.12,3.88,-16.82,163.79,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
97.0,-1.73,-15.06,104.12,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
134.15,-0.13,11.22,9.54,RIGHT,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
147.39,0.41,12.78,179.36,CENTER,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
77.7,1.65,-20.72,7.53,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
83.63,2.73,9.14,99.21,CENTER,MEDIUM,YELLOW,NO,DRY,RAIN,LEFT,BRAKE
98.85,-2.16,-11.92,187.34,RIGHT,MEDIUM,NONE,NO,WET,CLEAR,RIGHT,TURN_RIGHT
45.49,-1.12,0.64,111.36,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
129.93,5.43,-0.94,81.61,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,CHANGE_LANE_LEFT
38.21,-1.78,-10.0,82.56,CENTER,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
3.59,-2.6,-7.38,177.82,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
141.76,1.43,17.56,192.25,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
92.69,0.24,-3.76,53.71,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
11.29,0.37,3.12,199.37,RIGHT,MEDIUM,RED,YES,DRY,RAIN,STRAIGHT,BRAKE
65.84,-0.31,20.33,145.1,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
0.21,-2.9,3.44,138.61,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
134.34,3.3,-26.46,107.01,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
33.44,-3.67,-12.64,169.45,RIGHT,MEDIUM,YELLOW,NO,WET,RAIN,RIGHT,TURN_RIGHT
94.85,1.0,5.08,95.79,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
57.82,0.68,-2.97,108.5,CENTER,HIGH,NONE,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
135.88,-1.67,12.13,42.57,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
62.13,-2.41,-9.26,137.48,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
28.75,4.38,-2.05,39.91,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
124.66,0.84,-3.35,98.02,CENTER,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,TURN_RIGHT
136.87,-0.62,18.02,168.11,CENTER,LOW,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
21.78,-4.96,-16.43,159.45,LEFT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,BRAKE
41.83,1.7,-8.24,97.38,CENTER,HIGH,NONE,NO,DRY,FOG,STRAIGHT,CHANGE_LANE_LEFT
85.09,-0.09,-4.36,60.64,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
82.17,-2.47,5.03,165.45,CENTER,HIGH,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
42.98,0.84,6.44,20.35,RIGHT,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
145.22,-1.73,6.94,172.33,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
109.92,-2.56,-3.67,58.07,RIGHT,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,STOP
148.09,1.22,8.8,67.42,CENTER,MEDIUM,RED,NO,DRY,FOG,STRAIGHT,STOP
138.14,0.68,15.07,119.23,LEFT,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
55.76,3.09,22.74,174.98,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
87.55,-1.03,-1.28,86.63,LEFT,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
107.7,1.84,-0.29,75.86,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
11.36,0.52,-6.02,66.65,RIGHT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
130.16,-2.2,-26.87,79.9,RIGHT,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
12.4,1.04,-11.45,102.43,RIGHT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
46.85,2.58,-2.42,143.29,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
111.78,-0.54,14.19,142.88,CENTER,LOW,RED,NO,DRY,CLEAR,LEFT,STOP
47.73,1.49,-4.18,72.87,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
48.84,3.97,11.5,124.92,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
111.38,-0.33,18.53,88.59,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
139.74,2.43,-0.34,180.33,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
30.58,-0.2,13.71,86.97,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
136.7,-3.51,12.26,173.26,RIGHT,MEDIUM,YELLOW,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
31.88,-0.17,26.94,5.88,CENTER,HIGH,RED,NO,DRY,RAIN,STRAIGHT,STOP
19.08,0.03,-7.51,45.5,RIGHT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
56.28,4.92,3.54,2.24,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,STOP
19.66,3.92,5.49,125.28,RIGHT,HIGH,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
3.08,-1.97,-3.53,95.17,CENTER,MEDIUM,GREEN,NO,WET,FOG,LEFT,ACCELERATE
73.16,1.53,16.37,186.2,RIGHT,LOW,RED,NO,DRY,CLEAR,RIGHT,STOP
52.18,1.67,-3.96,116.69,RIGHT,LOW,NONE,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
36.78,0.51,-16.59,50.77,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
65.74,4.13,-3.21,11.32,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
3.1,4.03,4.8,38.13,LEFT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
131.38,1.74,25.06,125.05,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
2.53,-1.41,-10.73,55.63,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,ACCELERATE
34.71,0.01,-7.08,30.33,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
98.3,-2.07,-35.82,112.88,CENTER,MEDIUM,RED,YES,DRY,FOG,STRAIGHT,STOP
37.81,-1.33,12.22,156.23,LEFT,MEDIUM,YELLOW,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
144.44,-3.59,14.25,69.57,CENTER,MEDIUM,YELLOW,NO,DRY,RAIN,STRAIGHT,BRAKE
52.1,4.45,-1.42,114.65,LEFT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
60.5,-1.14,-0.12,85.38,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
28.36,-0.8,-3.0,189.51,LEFT,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
24.06,-0.39,0.62,73.81,CENTER,LOW,RED,NO,WET,CLEAR,LEFT,BRAKE
121.52,0.04,-25.63,123.4,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
119.3,5.73,-2.45,169.85,LEFT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
149.66,2.69,-6.35,114.02,LEFT,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
141.78,-0.68,-11.86,109.85,CENTER,LOW,RED,YES,DRY,RAIN,STRAIGHT,STOP
61.89,-0.79,-10.69,51.9,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
28.91,2.76,6.62,194.23,CENTER,MEDIUM,NONE,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
135.05,4.24,12.13,30.6,RIGHT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,BRAKE
76.85,-1.82,-10.1,160.04,LEFT,MEDIUM,RED,NO,DRY,RAIN,STRAIGHT,STOP
40.13,2.85,21.48,41.7,LEFT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
88.28,2.69,2.84,54.63,CENTER,LOW,NONE,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
64.05,-0.7,-14.04,90.93,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
73.35,1.6,18.39,159.41,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
81.66,4.31,9.88,144.8,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
33.5,4.22,17.18,9.72,CENTER,LOW,GREEN,NO,DRY,FOG,RIGHT,TURN_RIGHT
60.21,-2.39,3.62,34.22,RIGHT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
24.99,0.23,5.96,127.7,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
61.4,-0.99,16.74,177.55,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
58.98,-1.56,-3.71,110.96,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.11,-1.52,9.72,178.75,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
131.03,-2.42,15.14,29.7,CENTER,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,BRAKE
63.92,-5.11,-11.27,199.91,LEFT,HIGH,YELLOW,NO,WET,RAIN,STRAIGHT,BRAKE
125.07,2.12,23.69,48.74,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
34.88,-2.38,-0.08,81.31,CENTER,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
73.91,4.82,14.47,82.39,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
70.62,-0.44,18.9,46.75,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
1.33,0.49,-6.37,120.55,CENTER,LOW,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,ACCELERATE
15.23,-1.86,2.79,185.57,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
120.5,1.52,13.35,76.51,LEFT,MEDIUM,NONE,NO,DRY,FOG,RIGHT,TURN_RIGHT
115.42,-0.91,16.18,100.74,RIGHT,LOW,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
113.08,4.36,0.58,198.58,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
139.17,-4.01,-13.61,84.31,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
34.19,-2.6,-14.35,130.1,CENTER,HIGH,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
51.2,1.26,-25.04,176.33,RIGHT,HIGH,RED,NO,SLIPPERY,CLEAR,LEFT,BRAKE
115.98,4.39,0.9,185.91,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
121.39,-2.29,-0.55,175.73,RIGHT,HIGH,GREEN,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
138.01,0.2,-3.1,66.68,LEFT,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
21.26,2.14,-2.58,119.78,RIGHT,LOW,RED,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
136.74,1.1,19.7,25.43,CENTER,HIGH,GREEN,YES,DRY,CLEAR,RIGHT,BRAKE
97.59,0.89,-2.51,166.81,LEFT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
40.87,2.73,32.32,182.45,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
84.8,0.46,-2.49,25.94,LEFT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,RIGHT,TURN_RIGHT
17.78,1.64,11.65,88.77,RIGHT,HIGH,GREEN,YES,WET,CLEAR,LEFT,TURN_LEFT
26.63,-0.45,-12.92,54.08,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_LEFT
33.35,1.4,3.02,120.85,RIGHT,MEDIUM,NONE,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
113.15,-0.14,-13.31,80.78,CENTER,LOW,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
23.59,0.17,12.52,131.03,LEFT,MEDIUM,GREEN,NO,WET,FOG,LEFT,TURN_LEFT
34.76,-1.93,8.55,29.1,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
45.19,-0.29,4.76,108.35,CENTER,LOW,YELLOW,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
72.17,-1.59,-1.62,100.27,RIGHT,LOW,GREEN,NO,WET,RAIN,RIGHT,MAINTAIN_SPEED
107.72,0.54,3.49,69.47,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
148.31,0.47,-7.6,5.02,RIGHT,MEDIUM,GREEN,NO,WET,RAIN,RIGHT,BRAKE
56.88,0.69,8.11,90.43,RIGHT,HIGH,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
54.34,1.77,3.93,166.47,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
125.75,-3.01,12.79,62.69,CENTER,LOW,RED,NO,WET,RAIN,STRAIGHT,STOP
23.82,-0.48,-4.23,47.7,RIGHT,HIGH,GREEN,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
21.32,0.61,-24.72,159.41,LEFT,MEDIUM,RED,NO,DRY,CLEAR,LEFT,BRAKE
96.04,-5.4,3.71,128.97,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
105.63,-1.71,7.38,58.86,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
46.15,2.0,6.83,152.64,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
11.54,-2.16,4.18,77.83,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
141.19,0.09,-6.61,93.42,CENTER,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
146.65,-1.04,-2.22,69.44,RIGHT,LOW,GREEN,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
91.34,-0.9,-3.63,50.75,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
52.54,0.24,1.17,120.76,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
12.33,-1.06,20.09,195.05,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
28.72,0.97,-6.41,55.32,CENTER,MEDIUM,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
47.82,0.16,5.21,49.61,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
148.45,1.46,5.01,70.84,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
139.23,0.92,-2.97,17.83,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
14.77,0.72,12.82,71.52,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,ACCELERATE
7.96,4.96,27.12,75.98,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
39.96,1.88,-6.06,22.28,RIGHT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
77.91,-0.22,2.06,116.85,CENTER,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
149.56,-3.63,-8.89,113.28,RIGHT,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
95.23,-4.28,1.71,186.18,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
117.2,-1.86,-1.86,19.31,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,BRAKE
140.26,2.05,9.3,24.61,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
84.43,-0.85,4.0,179.29,LEFT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
54.32,1.73,-24.69,25.3,CENTER,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
148.03,-4.12,-1.11,152.46,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,CHANGE_LANE_LEFT
81.86,-0.5,1.91,60.01,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
45.92,1.17,7.98,49.23,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
48.57,1.8,8.15,68.51,LEFT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
61.63,3.45,21.33,3.25,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
62.41,2.13,6.81,103.12,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
63.07,2.23,-9.91,10.28,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
27.32,-2.69,7.12,74.29,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
146.59,-3.99,-7.81,137.83,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
28.05,-2.86,-2.49,118.29,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
106.7,0.78,0.33,158.29,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,CHANGE_LANE_RIGHT
91.23,0.64,-22.68,178.86,LEFT,LOW,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
123.48,3.37,-19.58,105.92,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
89.88,0.68,11.07,133.66,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,RIGHT,TURN_RIGHT
140.55,-1.71,1.65,103.05,RIGHT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
100.18,-2.81,9.85,161.71,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
15.56,-1.42,-7.93,47.14,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
75.16,1.69,11.44,33.65,RIGHT,HIGH,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
73.6,-1.26,-1.28,23.86,RIGHT,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,BRAKE
114.44,0.38,13.29,189.62,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
137.99,-0.82,-20.99,129.36,CENTER,LOW,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
64.02,-1.32,9.44,176.97,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
21.81,-0.89,-2.58,65.19,CENTER,HIGH,YELLOW,YES,DRY,CLEAR,LEFT,TURN_LEFT
147.13,2.19,22.4,184.35,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
31.48,-2.09,4.33,72.33,CENTER,MEDIUM,GREEN,YES,WET,CLEAR,LEFT,MAINTAIN_SPEED
135.48,2.75,4.47,181.99,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
29.13,1.79,14.11,81.76,CENTER,MEDIUM,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.34,-0.59,-12.88,106.63,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,RIGHT,TURN_RIGHT
143.04,4.32,-6.28,93.66,CENTER,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
106.77,-0.64,11.1,171.36,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,TURN_RIGHT
81.03,-3.21,8.05,12.71,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
107.25,-4.8,6.76,137.88,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
134.86,1.89,-9.24,141.45,CENTER,LOW,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
79.06,2.65,-11.89,197.28,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
12.35,0.76,11.8,39.44,LEFT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
112.85,0.62,11.71,25.54,RIGHT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,BRAKE
124.3,-2.94,11.9,108.69,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
1.65,-2.24,10.41,32.06,LEFT,HIGH,YELLOW,NO,SLIPPERY,RAIN,STRAIGHT,MAINTAIN_SPEED
25.1,-2.45,-4.9,18.55,LEFT,MEDIUM,YELLOW,YES,WET,CLEAR,LEFT,BRAKE
86.86,-1.47,-0.0,163.82,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
121.54,-1.19,-1.43,95.99,CENTER,MEDIUM,GREEN,YES,SLIPPERY,FOG,STRAIGHT,BRAKE
